,SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG,DATE_TIME_RECEIVED,DATE_TIME_COMPLETE,CALLTYPE,RESPONSIBLE_COMPANY,RESPONSIBLE_ORG_TYPE,RESPONSIBLE_CITY,RESPONSIBLE_STATE,RESPONSIBLE_ZIP,SOURCE,AIRCRAFT_TYPE,AIRCRAFT_MODEL,AIRCRAFT_ID,AIRCRAFT_FUEL_CAPACITY,AIRCRAFT_FUEL_CAPACITY_UNITS,AIRCRAFT_FUEL_ON_BOARD,AIRCRAFT_FUEL_O_B_UNITS,AIRCRAFT_SPOT_NUMBER,AIRCRAFT_HANGER,AIRCRAFT_RUNWAY_NUMBER,ROAD_MILE_MARKER,BUILDING_ID,TYPE_OF_FIXED_OBJECT,POWER_GENERATING_FACILITY,GENERATING_CAPACITY,TYPE_OF_FUEL,NPDES,NPDES_COMPLIANCE,PIPELINE_TYPE,DOT_REGULATED,PIPELINE_ABOVE_GROUND,EXPOSED_UNDERWATER,PIPELINE_COVERED,RAILROAD_HOTLINE,GRADE_CROSSING,LOCATION_SUBDIVISION,RAILROAD_MILEPOST,TYPE_VEHICLE_INVOLVED,CROSSING_DEVICE_TYPE,DEVICE_OPERATIONAL,DOT_CROSSING_NUMBER,BRAKE_FAILURE,DESCRIPTION_OF_TANK,TANK_ABOVE_GROUND,TRANSPORTABLE_CONTAINER,TANK_REGULATED,TANK_REGULATED_BY,TANK_ID,CAPACITY_OF_TANK,CAPACITY_OF_TANK_UNITS,ACTUAL_AMOUNT,ACTUAL_AMOUNT_UNITS,PLATFORM_RIG_NAME,PLATFORM_LETTER,LOCATION_AREAID,LOCATION_BLOCKID,OCSG_NUMBER,OCSP_NUMBER,STATE_LEASE_NUMBER,PIER_DOCK_NUMBER,BERTH_SLIP_NUMBER,CONTINUOUS_RELEASE_TYPE,INITIAL_CONTINUOUS_RELEASE_NO,CONTINUOUS_RELEASE_PERMIT,ALLISION,TYPE_OF_STRUCTURE,STRUCTURE_NAME,STRUCTURE_OPERATIONAL,AIRBAG_DEPLOYED,DATE_TIME_NORMAL_SERVICE,SERVICE_DISRUPTION_TIME,SERVICE_DISRUPTION_UNITS,TRANSIT_BUS_FLAG,CR_BEGIN_DATE,CR_END_DATE,CR_CHANGE_DATE,FBI_CONTACT,FBI_CONTACT_DATE_TIME,SUB_PART_C_TESTING_REQ,CONDUCTOR_TESTING,ENGINEER_TESTING,TRAINMAN_TESTING,YARD_FOREMAN_TESTING,RCL_OPERATOR_TESTING,BRAKEMAN_TESTING,TRAIN_DISPATCHER_TESTING,SIGNALMAN_TESTING,OTHER_EMPLOYEE_TESTING,UNKNOWN_TESTING,PASSENGER_HANDLING,PASSENGER_ROUTE,PASSENGER_DELAY,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED,new_latitude,new_longitude,new_latquad,new_longquad,new_street,geometry,address
10,1267718,"CALLER REPORTS THE EMPLOYEES POUR USED MOTOR OIL INTO THE FLOOR DRAINS AT THE FACILITY, AND THE PAINT BOOTH IS OPEN TO THE ENVIRONMENT.",FIXED,DUMPING,12/18/2019 14:00,DISCOVERED,,613 E CROSIER ST,,,AKRON,OH,SUMMIT,44311.0,,,,,,,,,,,,,,,N,2020-01-01 12:32:00,2020-01-01 12:38:00,INC,SPARK'S AUTO,PRIVATE ENTERPRISE,AKRON,OH,44311.0,TELEPHONE,,,,,,,,,,,,,AUTO SHOP,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,OTHER,DRAIN IN FLOOR,,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (-81.51431274414062 41.08430862426758),"Akron, OH, United States"
11,1267719,"THIS IS A POTENTIAL RELEASE .....

CALLER REPORTED A SUNKEN VESSEL IN THE PACIFIC OCEAN DURING HEAVY WIND AND HIGH SEAS.   CALLER STATED THERE IS A POTENTIAL RELEASE OF DIESEL FUEL, LUBE OIL, AND OTHER OIL FROM THE SUNKEN VESSEL.  TWO VESSEL OCCUPANTS WERE RESCUED WITH AN ONGOING SEARCH FOR 5 VESSEL OCCUPANTS.",VESSEL,VESSEL SINKING,1/1/2020 5:52,OCCURRED,,LAT 56 29.503 N,LONG  157 01.068 W,,,AK,KODIAK ISLAND,,,,,56.0,29.0,30.0,N,157.0,1.0,4.0,W,,,,Y,2020-01-01 12:35:00,2020-01-01 12:53:00,INC,SCANDIES ROSE FISHING COMPANY LLC,PRIVATE ENTERPRISE,BREMERTON,WA,98310.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,U,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,PACIFIC OCEAN,,,,N,,,CALLER STATED THERE WAS NO RELEASE OF MATERIALS FROM THE VESSEL.  THE VESSEL IS STILL IN THE WATER.  THE SEARCH FOR THE MISSING PASSENGERS IS STILL ONGOING.,,,,UNKNOWN,,,,U,,,,,,,,,,,,,,,,,,,,,,,USCG,,,,,,N,,,,NO,56.49166666666667,-157.01777777777778,N,W,,POINT (-157.0177777777778 56.49166666666667),
12,1267720,CALLER REPORTING THE RELEASE OF 30 BARRELS OF CRUDE OIL FROM A PIPELINE DUE TO EQUIPMENT FAILURE.,PIPELINE,EQUIPMENT FAILURE,12/30/2019 12:00,OCCURRED,SEE LAT/LONG,,,,HEIDELBERG,MS,JONES,,,,,31.0,49.0,17.0,N,88.0,58.0,4.0,W,,,,N,2020-01-01 12:42:00,2020-01-01 12:59:00,INC,EAGLE OIL AND GAS,PRIVATE ENTERPRISE,HEIDELBERG,MS,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,TRANSFER,N,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UNNAMED TRIBUTARY,UNNAMED TRIBUTARY,TERRELL CREEK,,Y,,,"BOOMS APPLIED, ABSORBENTS APPLIED, MATERIAL CONTAINED, VAC TRUCK USED, CLEAN UP CREW ON-SITE, CLEAN UP UNDERWAY",,,,PARTLY CLOUDY,54.0,,,U,,DARK BLACK,,,,,,,,,,,,,,,,,,,,MSDEQ,,,0.8,MILES,10.0,FEET,N,,,,NO,31.82138888888889,-88.96777777777778,N,W,,POINT (-88.96777777777778 31.82138888888889),
13,1267721,CALLER REPORTS A DISCHARGE OF 50 BARRELS OF CRUDE OIL ONTO THE GROUND CAUSED BY DRIVER THAT FELL ASLEEP WHILE LOADING A TRUCK RESULTING IN OVERFILLING IT.,MOBILE,OPERATOR ERROR,12/31/2019 23:30,OCCURRED,SEE LAT/LONG,,,,KNOTT,TX,HOWARD,,,,,32.0,29.0,0.0,N,101.0,36.0,22.0,W,,,,N,2020-01-01 13:32:00,2020-01-01 13:43:00,INC,DELECK USA,PRIVATE ENTERPRISE,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,SOIL,,,,,Y,,,CALLER REPORTS A CLEAN UP WAS COMPLETED WITH A VAC TRUCK AND EXCAVATORS HAVE REMOVED THE CONTAMINATED SOIL TO A CERTIFIED DISPOSAL SITE.,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"TX RRC, TCEQ",,,,,,,N,,,,NO,32.483333333333334,-101.6061111111111,N,W,,POINT (-101.6061111111111 32.48333333333333),
14,1267722,DISCHARGE OF GASOLINE FROM A SUNKEN VESSEL.  IT IS UNKNOWN WHAT CAUSED THE VESSEL TO SINK.  CALLER STATES THIS INCIDENT OCCURRED AND WAS REPORTED APPROX. A WEEK AGO AND THE BOAT IS STILL THERE AND THE GASOLINE IS STILL IN THE WATER.,VESSEL,VESSEL SINKING,1/1/2020 12:00,OCCURRED,EAST RIVER; BETWEEN WHITESTONE BRIDGE AND THROGS NECK BRIDGE,158TH ST. AND RIVERSIDE DR,,,QUEENS,NY,QUEENS,,,,,,,,,,,,,,,,N,2020-01-01 14:46:00,2020-01-01 14:52:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,EAST RIVER,EAST RIVER,,,U,,,,,,,,,,,U,,,,GASOLINE,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
15,1267724,"CALLER IS REPORTING A TRAIN FATALLY STRUCK A TRESPASSER AT THE INCIDENT LOCATION.

THE TRACK IS CURRENTLY CLOSED. NO PASSENGERS HAVE BEEN TRANSFERRED YET BUT THE CALLER STATED THEY ARE PLANNING TO BE.",RAILROAD NON-RELEASE,TRESPASSER,1/1/2020 15:08,OCCURRED,MAIN TRACK,,,,POMPANO BEACH,FL,BROWARD,,,,,,,,,,,,,,,,N,2020-01-01 15:45:00,2020-01-01 15:52:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,,333.4,,,Y,,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,NO,,,,,,,,,,,TRAIN TO TRAIN TRANSFER,YES,YES,N,U,N,,,,N,,,Y,1.0,N,,N,,,N,,,N,,,,N,Y,BOTH MAIN TRACKS CLOSED,,UNKNOWN,RAIL REPORT (N/A),TRESPASSER,,,,U,,,,PD,,,,,,,U,,,,,,,,,N/S,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
16,1267725,CALLER REPORTED A TRACTOR TRAILER TRUCK WAS CARRYING PAPER WHILE TRAVELING ON HWY 21 WHEN THE TRUCK ROLLED OVER ON THE HIGHWAY AND CRASHED INTO A TREE RESULTING IN ONE FATALITY.  THE CRASH RUPTURED THE SADDLE TANKS AND CAUSED A RELEASE OF DIESEL FUEL ON THE SOIL ADJACENT TO THE HIGHWAY.  CALLER ALSO STATED THE CONTAINED PAPER ROLLS WERE ALSO RELEASED ON THE SOIL.,MOBILE,UNKNOWN,12/31/2019 14:00,OCCURRED,,LAT 35 56 45.44 N,LONG 93 23 55.26 W,,PONCA,AR,NEWTON,,,,,35.0,56.0,45.0,N,93.0,23.0,55.0,W,,,,N,2020-01-01 16:44:00,2020-01-01 17:02:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,Y,1.0,N,,N,,,N,,,N,,,,N,N,,,MEDIUM,SOIL,,,,,Y,,,THE TRUCK AND PAPER BALES HAVE BEEN REMOVED FROM THE SITE.  SOIL REMEDIATION IS IN PROGRESS AS THE CONTAMINATED SOIL WILL BE REMOVED IN A FEW DAYS.,"NATIONAL PARK SERVICE, AR HIGHWAY PATROL",,,CLEAR,,,,U,,,,,,,,,,,,,,,,1.0,,,,,CALLER STATED THE AR DEPT OF ENV. QUALITY AND NEWTOWN COUNTY FIRE AND SHERIFF WERE ALSO CONTACTED.,AR HIGHWAY PATROL,NATIONAL PARK SERVICE,,,,,,N,,,,NO,35.94583333333333,-93.39861111111112,N,W,,POINT (-93.39861111111112 35.94583333333333),
17,1267726,"CALLER REPORTING AN ACTIVE RELEASE OF CARBON MONOXIDE, SULFUR DIOXIDE AND NITROGEN OXIDE DUE TO A SYSTEM UPSET.",FIXED,UNKNOWN,1/1/2020 16:19,OCCURRED,,15551 HWY 23 SOUTH,,,BELLE CHASSE,LA,PLAQUEMINES,70037.0,,,,,,,,,,,,,,,N,2020-01-01 18:17:00,2020-01-01 18:26:00,INC,PHILLIPS 66,PRIVATE ENTERPRISE,BELLE CHASSE,LA,70037.0,TELEPHONE,,,,,,,,,,,,,REFINERY,U,,,,Y,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,,,,,N,,,AIR MONITORING IN PROGRESS AND TRYING TO STABILIZE THE UNIT SO THAT THEY CAN CLOSE THE BYPASS VENT.,,20-00006,,OVERCAST,58.0,6.0,E,U,,,,,,,,,,,,,MPH,,,,,,,,,LASP,,,,,,,N,,,,NO,,,,,15551 HWY 23 SOUTH,POINT (nan nan),
18,1267727,CALLER REPORTED AN ABOVE GROUND FUEL TANK WAS HIT BY A CONSTRUCTION TRACTOR CAUSING A RELEASE OF DIESEL FUEL ON THE GROUND.,STORAGE TANK,UNKNOWN,1/1/2020 16:00,OCCURRED,,300 S MAIN STREET,,,LOA,UT,WAYNE,,,,,,,,,,,,,,,,N,2020-01-01 18:38:00,2020-01-01 18:48:00,INC,BRIAN FARM SERVICE,PRIVATE ENTERPRISE,LOA,UT,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,N,U,,,,UNKNOWN AMOUNT,,UNKNOWN AMOUNT,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,,,,,N,,,A CONTRACTOR WILL BRING IN SAND TO DIKE THE SPILLED FUEL.,,,,OVERCAST,34.0,,,U,,,,,,,,,,,,,,,,,,,,,CALLER WILL CALL UT DEQ AFTER THIS CALL.,UT STATE FIRE MARSHAL OFFICE,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
19,1267729,CALLER REPORTED A GRAY PVC PIPE COMING FROM A GROCERY STORE IS RELEASING GASOLINE AND WATER INTO A CREEK.,FIXED,DUMPING,12/25/2019 17:00,DISCOVERED,,1810 CASSVILLE ROAD,,,CARTERSVILLE,GA,BARTOW,,,,,,,,,,,,,,,,N,2020-01-01 18:54:00,2020-01-01 19:08:00,INC,CASH GROCERY,PRIVATE ENTERPRISE,CARTERSVILLE,GA,,TELEPHONE,,,,,,,,,,,,,RETAIL STORE,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,UNNAMED CREEK,UNNAMED CREEK,,,N,,,,,,,CLEAR,,,,U,,RAINBOW,E,GAS ODOR,,,,,,,,,,,,,,,,, THE STREAM IS LOCATED UNDER JOREE ROAD ON THE LEFT SIDE UNDER THE DRIVEWAY.,,,,3.0,FEET,3.0,FEET,N,,,,NO,,,,,,POINT (nan nan),
20,1267730,CALLER REPORTED A COMMUTER TRAIN DERAILED DUE TO A SWITCH FAILURE CAUSED BY A CREW'S OPERATIONS ERROR.,RAILROAD NON-RELEASE,DERAILMENT,12/26/2019 15:36,OCCURRED,,MILEPOST BL3.1,SUB: WORCESTER,,BOSTON,MA,SUFFOLK,,,,,,,,,,,,,,,,N,2020-01-01 19:28:00,2020-01-01 19:44:00,INC,KEOLIS COMMUTER SERVICES,OTHER,BOSTON,MA,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,WORCESTER,BL3.1,,,Y,,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,YES,1.0,1.0,,,,,,,,,PASSENGERS WERE PUT ON A BUS BRIDGE UNTIL 12/27/2019.,YES,YES,N,U,N,,,,N,,,N,,Y,70000.0,N,,,N,,,N,,,,N,Y,TRACK 1 & 2,12.0,MEDIUM,RAIL REPORT (N/A),DERAILMENT,,,,U,,,THE TRACKS HAVE BEEN REOPENED.,BOSTON TRANSIT AND POLICE; MBTA,,,SUNNY,,,,U,,,,,,,,,ALL,,,,,,,,,,,,,BOSTON TRANSIT AND POLICE; MBTA,FRA,,,,,,N,,,,YES,,,,,,POINT (nan nan),
21,1267731,CALLER REPORTED A FAILURE OF A PIPELINE PUMP AT A PIPELINE FACILITY THAT CAUSED A RELEASE OF CRUDE OIL ON THE GROUND.,PIPELINE,UNKNOWN,1/1/2020 17:30,OCCURRED,,2143 US HWY 285 N,,,PECOS,TX,REEVES,,,,,31.0,39.0,43.0,,103.0,43.0,21.0,,,,,N,2020-01-01 20:47:00,2020-01-01 21:02:00,INC,CAPROCK PERMIAN CRUDE LLC.,PRIVATE ENTERPRISE,MIDLAND,TX,79705.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,TRANSMISSION,Y,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,,,,,Y,,,THE RELEASED MATERIAL FLOWED UNDER HWY 285 AND WAS CONTAINED IN A CULVERT  DITCH.  CONTAINMENTS AND ABSORBANTS WERE APPLIED TO THE SPILLED AREA.  CLEANUP IS STILL ONGOING AT THIS LOCATION.,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,31.661944444444444,-103.7225,,,2143 US HWY 285 N,POINT (-103.7225 31.66194444444444),
22,1267732,"///// THIS IS A 24 HOUR UPDATE TO REPORT NUMBER 1267704. /////

UPDATE IS AS FOLLOWS - 137.85 POUNDS OF A NON ANHYDROUS AMMONIA RELEASED IN A 24 HOUR PERIOD AT 8.7 POUND PER  HOUR

ORIGINAL REPORT - CALLER STATED DUE TO NORMAL DRILLING OPERATIONS THERE WAS A       RELEASE OF NON ANHYDROUS AMMONIA TO THE AIR AT THE DRILLING SITE
",FIXED,OTHER,1/1/2020 18:00,OCCURRED,,10350 SOCRATES MINE ROAD,,,MIDDLETOWN,CA,SONOMA,95461.0,,,,,,,,,,,,,,,N,2020-01-01 21:22:00,2020-01-01 21:29:00,INC,CALPINE CORP,PRIVATE ENTERPRISE,MIDDLETOWN,CA,95461.0,TELEPHONE,,,,,,,,,,,,,OTHER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,,,,,U,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
23,1267733,"CALLER IS REPORTING A RELEASE OF HOME HEATING OIL FROM A STORAGE TANK DUE TO UNKNOWN CAUSES.  CALLER STATED THE OIL RELEASED INTO THE CITY STORM WATER SYSTEM, PIPERS CREEK AND WILL EVENTUALLY LEAD TO PUGET SOUND. CALLER DID NOT HAVE AN EXACT LOCATION OF THE INCIDENT AT THIS TIME.",STORAGE TANK,UNKNOWN,1/1/2020 18:00,DISCOVERED,2ND AVE NW & NW 100TH ST,,,,SEATTLE,WA,KING,,,,,,,,,,,,,,,,N,2020-01-01 21:30:00,2020-01-01 21:40:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,STORAGE TANK,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,PUGET SOUND,,U,,,"DEPT OF ECOLOGY WAS NOTIFIED, CITY IS PERFORMING CLEAN UP AT THIS TIME",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,DOE,,,,,,,N,,,,NO,,,,,2ND AVE NW & NW 100TH ST,POINT (nan nan),
24,1267734,CALLER IS REPORTING A SPILL OF DIESEL AT A GAS STATION DUE TO CUSTOMER OPERATOR ERROR AT THE FUEL PUMP.   CALLER STATED THE SPILL WENT ONTO A CONCRETE SURFACE.,FIXED,OPERATOR ERROR,12/31/2019 18:40,OCCURRED,,546 WOODALL ROAD,,,GRANDVIEW,WA,YAKIMA,98930.0,,,,,,,,,,,,,,,N,2020-01-01 21:39:00,2020-01-01 21:43:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,GAS STATION,N,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,CONCRETE SURFACE,,,,Y,,,"ABSORBENTS APPLIED, CLEANUP COMPLETED",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
25,1267735,CALLER REPORTED A RELEASE OF NATURAL GAS RESULTING IN A HOUSE EXPLOSION AND 3 FATALITIES.,PIPELINE,UNKNOWN,1/1/2020 20:47,DISCOVERED,,3380 RETRIEVER RD,,,COLUMBUS,OH,FRANKLIN,,,,,,,,,,,,,,,,N,2020-01-01 22:07:00,2020-01-01 22:12:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,SERVICE,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,Y,U,N,,,,N,,,Y,3.0,Y,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,AIR,,,,Y,,,GAS WAS SHUT OFF. INVESTIGATION UNDERWAY.,FD,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,ODNR,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
26,1267736,CALLER IS REPORTING AN ELEVEN CAR FREIGHT TRAIN DERAILMENT.  CALLER STATED THAT FIVE OF THE ELEVEN CARS ARE CARRYING HAZMAT.  CALLER STATED THERE IS NO RELEASE AT THIS TIME JUST A POTENTIAL DUE TO THE DERAILMENT.  THE REPORTING PARTY HAD LIMITED INFORMATION.,RAILROAD,DERAILMENT,1/1/2020 20:03,OCCURRED,ELKO RAILYARD,MP: 559.0,SD: LAKESIDE,,ELKO,NV,ELKO,,,,,,,,,,,,,,,,Y,2020-01-01 23:19:00,2020-01-01 23:43:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,LAKESIDE,559,,,Y,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,UNK,,,,,,,,,,,,NO,NO,N,U,N,,,,N,,,N,,U,,N,,,N,,,N,,,,N,Y,UNKNOWN,0.5,UNKNOWN,NON-RELEASE (N/A),11 CAR FREIGHT TRAIN DERAILMENT,,,,U,,,CALLER STATED IT IS UNKNOWN AS TO THE RERAILING PLANS.,,20H001678,,,,,,U,,,,,,,,,,,,,,,,,,,,,UP 2020-01-01-260JMR,"NV HWY PATROL, DIV EMER MANGMT, NV PUC",,,,,,,N,,,,NO,,,,,,POINT (nan nan),
